
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.45P0--SRR4428742-plastome/intermediate_reads -i w0.45P0--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.45P0--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:13:13,333 - INFO: 39 paired fastq files found. 1000 rounds required.
2019-09-22 19:13:13,333 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:13:20,594 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:14:33,459 - INFO: Round.1	0.7935846984533724	0.730471048124567	0.7935846984533724	0.730471048124567	914076	0.7601653263698886
2019-09-22 19:15:46,015 - INFO: Round.2	0.9049994116801109	0.855109885081515	1.0	1.0	1151015	0.7896033032565395
2019-09-22 19:15:58,225 - INFO: Round.3	0.22490161984076143	0.18826890141066036	1.0	1.0	251017	0.8902322249333258
2019-09-22 19:16:00,891 - INFO: Round.4	0.0028762305691014396	0.0	1.0	1.0	106659	0.9998500117178345
2019-09-22 19:16:02,367 - INFO: Round.5	0.001359672632666135	0.0	1.0	1.0	55870	0.9997137028951795
2019-09-22 19:16:03,360 - INFO: Round.6	0.0015950005883198892	0.0	1.0	1.0	35987	0.9998610802400534
2019-09-22 19:16:04,141 - INFO: Round.7	0.0005360247878779956	0.0	1.0	1.0	24760	0.9999192310798805
2019-09-22 19:16:04,701 - INFO: Round.8	0.0006340781027337264	0.0	1.0	1.0	15989	0.999874929647927
2019-09-22 19:16:05,118 - INFO: Round.9	0.0002810861692530952	0.0	1.0	1.0	9044	0.9998894416804864
2019-09-22 19:16:05,481 - INFO: Round.10	0.0007386683052465061	0.0	1.0	1.0	6794	0.9985302763080541
2019-09-22 19:16:05,801 - INFO: Round.11	0.000405287034737021	0.0	1.0	1.0	4935	0.9995948956856391
2019-09-22 19:16:06,090 - INFO: Round.12	0.00039221325942292355	0.0	1.0	1.0	3564	0.9997194950911641
2019-09-22 19:16:06,354 - INFO: Round.13	0.0	0.0	1.0	1.0	2313	1.0
2019-09-22 19:16:06,595 - INFO: Round.14	0.0	0.0	1.0	1.0	1642	1.0
2019-09-22 19:16:06,825 - INFO: Round.15	0.0	0.0	1.0	1.0	1221	1.0
2019-09-22 19:16:07,049 - INFO: Round.16	0.0	0.0	1.0	1.0	589	1.0
2019-09-22 19:16:07,265 - INFO: Round.17	0.0	0.0	1.0	1.0	516	1.0
2019-09-22 19:16:07,503 - INFO: Round.18	0.0	0.0	1.0	1.0	685	1.0
2019-09-22 19:16:07,729 - INFO: Round.19	0.0	0.0	1.0	1.0	576	1.0
2019-09-22 19:16:07,952 - INFO: Round.20	0.0	0.0	1.0	1.0	405	1.0
2019-09-22 19:16:08,158 - INFO: Round.21	0.0	0.0	1.0	1.0	291	1.0
2019-09-22 19:16:08,367 - INFO: Round.22	0.0	0.0	1.0	1.0	257	1.0
2019-09-22 19:16:08,575 - INFO: Round.23	0.0	0.0	1.0	1.0	278	1.0
2019-09-22 19:16:08,793 - INFO: Round.24	0.0	0.0	1.0	1.0	334	1.0
2019-09-22 19:16:09,005 - INFO: Round.25	0.0	0.0	1.0	1.0	206	1.0
2019-09-22 19:16:09,223 - INFO: Round.26	0.0	0.0	1.0	1.0	93	1.0
2019-09-22 19:16:09,434 - INFO: Round.27	0.0	0.0	1.0	1.0	92	1.0
2019-09-22 19:16:09,651 - INFO: Round.28	0.0	0.0	1.0	1.0	73	1.0
2019-09-22 19:16:09,862 - INFO: Round.29	0.0	0.0	1.0	1.0	35	1.0
2019-09-22 19:16:10,076 - INFO: Round.30	0.0	0.0	1.0	1.0	34	1.0
2019-09-22 19:16:10,292 - INFO: Round.31	0.0	0.0	1.0	1.0	31	1.0
2019-09-22 19:16:10,505 - INFO: Round.32	0.0	0.0	1.0	1.0	22	1.0
2019-09-22 19:16:10,719 - INFO: Round.33	0.0	0.0	1.0	1.0	17	1.0
2019-09-22 19:16:10,958 - INFO: Round.34	0.0	0.0	1.0	1.0	32	1.0
2019-09-22 19:16:11,202 - INFO: Round.35	0.0	0.0	1.0	1.0	30	1.0
2019-09-22 19:16:11,436 - INFO: Round.36	0.0	0.0	1.0	1.0	29	1.0
2019-09-22 19:16:11,678 - INFO: Round.37	0.0	0.0	1.0	1.0	33	1.0
2019-09-22 19:16:11,924 - INFO: Round.38	0.0	0.0	1.0	1.0	12	1.0
2019-09-22 19:16:12,146 - INFO: Round.39	0.0	0.0	1.0	1.0	0	-
