
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.40P0--SRR4428742-plastome/intermediate_reads -i w0.40P0--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.40P0--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:13:09,399 - INFO: 26 paired fastq files found. 1000 rounds required.
2019-09-22 19:13:09,400 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:13:17,010 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:14:19,903 - INFO: Round.1	0.9171580227222215	0.8606858502529775	0.9171580227222215	0.8606858502529775	1380297	0.8114453847216547
2019-09-22 19:15:36,019 - INFO: Round.2	0.8970047980755402	0.848795251604806	1.0	1.0	1037212	0.7764347445288259
2019-09-22 19:15:42,967 - INFO: Round.3	0.08639150727555596	0.06546039299768594	1.0	1.0	211397	0.9674122955545996
2019-09-22 19:15:45,073 - INFO: Round.4	0.002117951600883787	0.0	1.0	1.0	86075	0.9998373775976025
2019-09-22 19:15:46,190 - INFO: Round.5	0.0017584227797461072	0.0	1.0	1.0	41682	0.9996162885510096
2019-09-22 19:15:46,812 - INFO: Round.6	0.0	0.0	1.0	1.0	18646	1.0
2019-09-22 19:15:47,230 - INFO: Round.7	0.0	0.0	1.0	1.0	10482	1.0
2019-09-22 19:15:47,564 - INFO: Round.8	0.0	0.0	1.0	1.0	5996	1.0
2019-09-22 19:15:47,843 - INFO: Round.9	0.0	0.0	1.0	1.0	3687	1.0
2019-09-22 19:15:48,091 - INFO: Round.10	0.0	0.0	1.0	1.0	2325	1.0
2019-09-22 19:15:48,316 - INFO: Round.11	0.0	0.0	1.0	1.0	1633	1.0
2019-09-22 19:15:48,542 - INFO: Round.12	0.0	0.0	1.0	1.0	1253	1.0
2019-09-22 19:15:48,749 - INFO: Round.13	0.0	0.0	1.0	1.0	713	1.0
2019-09-22 19:15:48,952 - INFO: Round.14	0.0	0.0	1.0	1.0	591	1.0
2019-09-22 19:15:49,154 - INFO: Round.15	0.0	0.0	1.0	1.0	502	1.0
2019-09-22 19:15:49,358 - INFO: Round.16	0.0	0.0	1.0	1.0	347	1.0
2019-09-22 19:15:49,552 - INFO: Round.17	0.0	0.0	1.0	1.0	208	1.0
2019-09-22 19:15:49,744 - INFO: Round.18	0.0	0.0	1.0	1.0	208	1.0
2019-09-22 19:15:50,028 - INFO: Round.19	0.0	0.0	1.0	1.0	172	1.0
2019-09-22 19:15:50,222 - INFO: Round.20	0.0	0.0	1.0	1.0	176	1.0
2019-09-22 19:15:50,420 - INFO: Round.21	0.0	0.0	1.0	1.0	66	1.0
2019-09-22 19:15:50,611 - INFO: Round.22	0.0	0.0	1.0	1.0	40	1.0
2019-09-22 19:15:50,805 - INFO: Round.23	0.0	0.0	1.0	1.0	24	1.0
2019-09-22 19:15:51,010 - INFO: Round.24	0.0	0.0	1.0	1.0	27	1.0
2019-09-22 19:15:51,223 - INFO: Round.25	0.0	0.0	1.0	1.0	10	1.0
2019-09-22 19:15:51,439 - INFO: Round.26	0.0	0.0	1.0	1.0	0	-
