
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.70P2E5--SRR4428742-plastome/intermediate_reads -i w0.70P2E5--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.70P2E5--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:27:34,610 - INFO: 238 paired fastq files found. 1000 rounds required.
2019-09-22 19:27:34,610 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:27:40,403 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:29:11,064 - INFO: Round.1	0.9783367543045405	0.9764933519852528	0.9783367543045405	0.9764933519852528	391	0.0006507588580596734
2019-09-22 19:29:16,581 - INFO: Round.2	0.392272091411837	0.03686804638575481	1.0	0.9999542417864007	1151	0.07428202646014843
2019-09-22 19:29:16,946 - INFO: Round.3	0.031723515799657466	0.0017126645661467662	1.0	0.9999542417864007	1166	0.8643439584877687
2019-09-22 19:29:17,207 - INFO: Round.4	0.005928957104943194	0.0007844265188458471	1.0	0.9999542417864007	1290	0.956973293768546
2019-09-22 19:29:17,479 - INFO: Round.5	0.00528180522689537	0.0002484017309678516	1.0	0.9999542417864007	1353	0.9719827586206896
2019-09-22 19:29:17,725 - INFO: Round.6	0.0041051654486266	0.0009086273843297729	1.0	0.9999542417864007	1463	0.9695162359178264
2019-09-22 19:29:17,992 - INFO: Round.7	0.0031834642889827297	0.0011243446770123808	1.0	0.9999542417864007	1295	0.9571322985957132
2019-09-22 19:29:18,261 - INFO: Round.8	0.001980676960085764	0.0	1.0	0.9999542417864007	1269	0.9890880748246298
2019-09-22 19:29:18,505 - INFO: Round.9	0.0009347749349579678	0.0	1.0	0.9999542417864007	1352	0.9926578560939795
2019-09-22 19:29:18,750 - INFO: Round.10	0.0006536887657048726	0.0	1.0	0.9999542417864007	1366	0.9963530269876003
2019-09-22 19:29:18,996 - INFO: Round.11	0.0	0.0	1.0	0.9999542417864007	1336	1.0
2019-09-22 19:29:19,230 - INFO: Round.12	0.0	0.0	1.0	0.9999542417864007	1213	1.0
2019-09-22 19:29:19,459 - INFO: Round.13	0.0	0.0	1.0	0.9999542417864007	1081	1.0
2019-09-22 19:29:19,696 - INFO: Round.14	0.0	0.0	1.0	0.9999542417864007	1257	1.0
2019-09-22 19:29:19,937 - INFO: Round.15	0.0	0.0	1.0	0.9999542417864007	1538	1.0
2019-09-22 19:29:20,177 - INFO: Round.16	0.0	0.0	1.0	0.9999542417864007	1494	1.0
2019-09-22 19:29:20,471 - INFO: Round.17	0.0	0.0	1.0	0.9999542417864007	1197	1.0
2019-09-22 19:29:20,726 - INFO: Round.18	0.0	0.0	1.0	0.9999542417864007	1335	1.0
2019-09-22 19:29:21,002 - INFO: Round.19	0.0	0.0	1.0	0.9999542417864007	1470	1.0
2019-09-22 19:29:21,259 - INFO: Round.20	0.0	0.0	1.0	0.9999542417864007	1339	1.0
2019-09-22 19:29:21,527 - INFO: Round.21	0.0	0.0	1.0	0.9999542417864007	1295	1.0
2019-09-22 19:29:21,789 - INFO: Round.22	0.0	0.0	1.0	0.9999542417864007	1274	1.0
2019-09-22 19:29:22,050 - INFO: Round.23	0.0	0.0	1.0	0.9999542417864007	1565	1.0
2019-09-22 19:29:22,294 - INFO: Round.24	0.0	0.0	1.0	0.9999542417864007	1570	1.0
2019-09-22 19:29:22,521 - INFO: Round.25	0.0	0.0	1.0	0.9999542417864007	1198	1.0
2019-09-22 19:29:22,748 - INFO: Round.26	0.00019610662971146178	0.0	1.0	0.9999542417864007	1099	0.9990909090909091
2019-09-22 19:29:22,989 - INFO: Round.27	0.0	0.0	1.0	0.9999542417864007	1290	1.0
2019-09-22 19:29:23,230 - INFO: Round.28	0.0	0.0	1.0	0.9999542417864007	1240	1.0
2019-09-22 19:29:23,459 - INFO: Round.29	0.0	0.0	1.0	0.9999542417864007	1202	1.0
2019-09-22 19:29:23,699 - INFO: Round.30	0.0	0.0	1.0	0.9999542417864007	1218	1.0
2019-09-22 19:29:23,931 - INFO: Round.31	0.0	0.0	1.0	0.9999542417864007	1268	1.0
2019-09-22 19:29:24,165 - INFO: Round.32	0.0	0.0	1.0	0.9999542417864007	1066	1.0
2019-09-22 19:29:24,397 - INFO: Round.33	0.0	0.0	1.0	0.9999542417864007	986	1.0
2019-09-22 19:29:24,632 - INFO: Round.34	0.0	0.0	1.0	0.9999542417864007	859	1.0
2019-09-22 19:29:24,896 - INFO: Round.35	0.0	0.0	1.0	0.9999542417864007	720	1.0
2019-09-22 19:29:25,120 - INFO: Round.36	0.0	0.0	1.0	0.9999542417864007	697	1.0
2019-09-22 19:29:25,347 - INFO: Round.37	0.0	0.0	1.0	0.9999542417864007	879	1.0
2019-09-22 19:29:25,572 - INFO: Round.38	0.0	0.0	1.0	0.9999542417864007	818	1.0
2019-09-22 19:29:25,776 - INFO: Round.39	0.0	0.0	1.0	0.9999542417864007	757	1.0
2019-09-22 19:29:25,990 - INFO: Round.40	0.0	0.0	1.0	0.9999542417864007	1038	1.0
2019-09-22 19:29:26,194 - INFO: Round.41	0.0	0.0	1.0	0.9999542417864007	713	1.0
2019-09-22 19:29:26,409 - INFO: Round.42	0.0	0.0	1.0	0.9999542417864007	535	1.0
2019-09-22 19:29:26,617 - INFO: Round.43	0.0	0.0	1.0	0.9999542417864007	619	1.0
2019-09-22 19:29:26,827 - INFO: Round.44	0.0	0.0	1.0	0.9999542417864007	484	1.0
2019-09-22 19:29:27,076 - INFO: Round.45	0.0	0.0	1.0	0.9999542417864007	512	1.0
2019-09-22 19:29:27,355 - INFO: Round.46	0.0	0.0	1.0	0.9999542417864007	782	1.0
2019-09-22 19:29:27,573 - INFO: Round.47	0.0	0.0	1.0	0.9999542417864007	673	1.0
2019-09-22 19:29:27,791 - INFO: Round.48	0.0	0.0	1.0	0.9999542417864007	630	1.0
2019-09-22 19:29:28,011 - INFO: Round.49	0.00032030749519538755	0.0	1.0	0.9999542417864007	626	0.9968152866242038
2019-09-22 19:29:28,215 - INFO: Round.50	0.0	0.0	1.0	0.9999542417864007	494	1.0
2019-09-22 19:29:28,443 - INFO: Round.51	0.0	0.0	1.0	0.9999542417864007	474	1.0
2019-09-22 19:29:28,664 - INFO: Round.52	0.0	0.0	1.0	0.9999542417864007	617	1.0
2019-09-22 19:29:28,889 - INFO: Round.53	0.0	0.0	1.0	0.9999542417864007	532	1.0
2019-09-22 19:29:29,103 - INFO: Round.54	0.0	0.0	1.0	0.9999542417864007	561	1.0
2019-09-22 19:29:29,322 - INFO: Round.55	0.0	0.0	1.0	0.9999542417864007	579	1.0
2019-09-22 19:29:29,542 - INFO: Round.56	0.0	0.0	1.0	0.9999542417864007	570	1.0
2019-09-22 19:29:29,755 - INFO: Round.57	0.0	0.0	1.0	0.9999542417864007	379	1.0
2019-09-22 19:29:29,968 - INFO: Round.58	0.0	0.0	1.0	0.9999542417864007	370	1.0
2019-09-22 19:29:30,189 - INFO: Round.59	0.0006406149903907751	0.0005752461138202879	1.0	0.9999542417864007	351	0.9285714285714286
2019-09-22 19:29:30,405 - INFO: Round.60	0.0005687092261632392	0.0	1.0	0.9999542417864007	441	0.997737556561086
2019-09-22 19:29:30,658 - INFO: Round.61	0.0	0.0	1.0	0.9999542417864007	351	1.0
2019-09-22 19:29:30,899 - INFO: Round.62	0.0	0.0	1.0	0.9999542417864007	291	1.0
2019-09-22 19:29:31,104 - INFO: Round.63	0.0	0.0	1.0	0.9999542417864007	292	1.0
2019-09-22 19:29:31,325 - INFO: Round.64	0.0	0.0	1.0	0.9999542417864007	305	1.0
2019-09-22 19:29:31,542 - INFO: Round.65	0.0	0.0	1.0	0.9999542417864007	451	1.0
2019-09-22 19:29:31,757 - INFO: Round.66	0.0	0.0	1.0	0.9999542417864007	338	1.0
2019-09-22 19:29:31,973 - INFO: Round.67	0.0	0.0	1.0	0.9999542417864007	405	1.0
2019-09-22 19:29:32,188 - INFO: Round.68	0.0	0.0	1.0	0.9999542417864007	511	1.0
2019-09-22 19:29:32,394 - INFO: Round.69	0.0	0.0	1.0	0.9999542417864007	534	1.0
2019-09-22 19:29:32,603 - INFO: Round.70	0.0	0.0	1.0	0.9999542417864007	384	1.0
2019-09-22 19:29:32,810 - INFO: Round.71	0.0	0.0	1.0	0.9999542417864007	421	1.0
2019-09-22 19:29:33,014 - INFO: Round.72	0.0	0.0	1.0	0.9999542417864007	585	1.0
2019-09-22 19:29:33,265 - INFO: Round.73	0.0	0.0	1.0	0.9999542417864007	676	1.0
2019-09-22 19:29:33,495 - INFO: Round.74	0.0	0.0	1.0	0.9999542417864007	460	1.0
2019-09-22 19:29:33,701 - INFO: Round.75	0.0	0.0	1.0	0.9999542417864007	500	1.0
2019-09-22 19:29:33,919 - INFO: Round.76	0.0	0.0	1.0	0.9999542417864007	415	1.0
2019-09-22 19:29:34,134 - INFO: Round.77	0.0	0.0	1.0	0.9999542417864007	358	1.0
2019-09-22 19:29:34,342 - INFO: Round.78	0.0	0.0	1.0	0.9999542417864007	270	1.0
2019-09-22 19:29:34,550 - INFO: Round.79	0.0007844265188458471	0.0	1.0	0.9999542417864007	274	0.9647887323943662
2019-09-22 19:29:34,756 - INFO: Round.80	0.0012877668684385991	0.0	1.0	0.9999542417864007	307	0.9808306709265175
2019-09-22 19:29:34,960 - INFO: Round.81	0.0005752461138202879	0.0	1.0	0.9999542417864007	228	0.9956331877729258
2019-09-22 19:29:35,166 - INFO: Round.82	0.0	0.0	1.0	0.9999542417864007	346	1.0
2019-09-22 19:29:35,389 - INFO: Round.83	0.0	0.0	1.0	0.9999542417864007	440	1.0
2019-09-22 19:29:35,596 - INFO: Round.84	0.0	0.0	1.0	0.9999542417864007	292	1.0
2019-09-22 19:29:35,804 - INFO: Round.85	0.0	0.0	1.0	0.9999542417864007	357	1.0
