
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.80P0--SRR4428742-plastome/intermediate_reads -i w0.80P0--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.80P0--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:32:32,751 - INFO: 93 paired fastq files found. 1000 rounds required.
2019-09-22 19:32:32,751 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:32:40,714 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:33:02,047 - INFO: Round.1	0.23064754409130725	0.21687432179790558	0.23064754409130725	0.21689393246087674	76	0.0006455119929333424
2019-09-22 19:33:14,565 - INFO: Round.2	0.2563636601341369	0.2185804494763953	0.3025925296447855	0.29270221861967083	210	0.003244295447172056
2019-09-22 19:33:22,808 - INFO: Round.3	0.18542535527984416	0.15218528154375138	0.36626835231209715	0.35745009086273843	270	0.006313574184496668
2019-09-22 19:33:29,896 - INFO: Round.4	0.15278013832054282	0.12815568251644027	0.42319157002967744	0.4159617722809816	296	0.008090084180605663
2019-09-22 19:33:35,713 - INFO: Round.5	0.12446234099020774	0.10679313365320503	0.46660304096013805	0.45905947260390384	280	0.009313774407078469
2019-09-22 19:33:40,784 - INFO: Round.6	0.10926407718756946	0.09092810730954778	0.509916458575743	0.5031050216370981	243	0.008955223880597015
2019-09-22 19:33:45,306 - INFO: Round.7	0.10786518322896102	0.08877747127037874	0.552327785694675	0.5448365124396972	368	0.013651370701487555
2019-09-22 19:33:49,291 - INFO: Round.8	0.10266835754160729	0.08177646458967956	0.5880388029651322	0.5815934317352822	446	0.0183026920551543
2019-09-22 19:33:52,896 - INFO: Round.9	0.08735242976114213	0.07110172704571899	0.6187098798520049	0.6128593653989463	338	0.017318235384536557
2019-09-22 19:33:56,297 - INFO: Round.10	0.08239746891709919	0.06358430624011295	0.6485573088940894	0.643412778307992	361	0.01935864435864436
2019-09-22 19:33:59,802 - INFO: Round.11	0.08130580867837206	0.06506817973826302	0.680032422962779	0.6752997162990757	367	0.020571748878923768
2019-09-22 19:34:03,484 - INFO: Round.12	0.07443553975081384	0.06113297336871969	0.7077422897410085	0.7031468577181033	370	0.02072596907909478
2019-09-22 19:34:05,283 - INFO: Round.13	0.060093608231248936	0.05137340009674594	0.7291571337055002	0.7255814561570945	400	0.031710797526557796
2019-09-22 19:34:06,875 - INFO: Round.14	0.05757690648328518	0.047647374132228165	0.7538796428244584	0.7497810142634889	408	0.029228454760369654
2019-09-22 19:34:08,413 - INFO: Round.15	0.057217377662147496	0.04769966923348455	0.7733791787054348	0.7698623331459425	410	0.03073463268365817
2019-09-22 19:34:09,734 - INFO: Round.16	0.0451306723842644	0.039371674358404475	0.7896364183085149	0.7864594909071893	405	0.036241610738255034
2019-09-22 19:34:10,856 - INFO: Round.17	0.039430506347317915	0.0343840290760763	0.8032266077475193	0.8009583077305233	438	0.049581163685759565
2019-09-22 19:34:11,698 - INFO: Round.18	0.031991528193596463	0.028827674567584883	0.8146334767090693	0.813129992547948	396	0.05584543787900155
2019-09-22 19:34:12,415 - INFO: Round.19	0.028853822118213076	0.024565623815189112	0.8265436860202121	0.8242230909019598	348	0.05879371515458692
2019-09-22 19:34:13,336 - INFO: Round.20	0.027840604531370525	0.02453293937690387	0.8375779523853103	0.8359829517969904	328	0.04477815699658703
2019-09-22 19:34:14,109 - INFO: Round.21	0.029265646040607145	0.023983840813711774	0.8490567271110878	0.847206787904143	302	0.04679268670591881
2019-09-22 19:34:14,865 - INFO: Round.22	0.026716259854358142	0.02252611486618991	0.8598687392958465	0.8579991894259306	254	0.045724572457245725
2019-09-22 19:34:15,598 - INFO: Round.23	0.02365699643085934	0.020748081423472658	0.868517041666122	0.8670985370445423	166	0.02791792801883619
2019-09-22 19:34:16,531 - INFO: Round.24	0.021009556929754605	0.017734576213573192	0.8775575572958203	0.8759690935951575	181	0.03773978315262719
2019-09-22 19:34:17,761 - INFO: Round.25	0.020251277961536952	0.018250990338480044	0.8860489743623267	0.8849442403482853	241	0.04439123227113649
2019-09-22 19:34:18,781 - INFO: Round.26	0.019009269306697694	0.01668213730078835	0.8938409444495287	0.8926643046712599	200	0.04214075010535188
2019-09-22 19:34:19,838 - INFO: Round.27	0.01981330648851469	0.017695354887630903	0.9032409889003647	0.9017178940762725	201	0.03959030923773882
2019-09-22 19:34:20,873 - INFO: Round.28	0.021003020042097555	0.018702035586816403	0.91239916850789	0.9109479794480252	159	0.03198551599275799
2019-09-22 19:34:22,219 - INFO: Round.29	0.020512753467818903	0.018224842787851848	0.921387389036332	0.9198773679875538	102	0.01965696666024282
2019-09-22 19:34:23,089 - INFO: Round.30	0.01781301886545778	0.015760436141144477	0.9280092562329224	0.9270614075226503	156	0.039334341906202726
2019-09-22 19:34:23,796 - INFO: Round.31	0.015159042476695996	0.0130803122017545	0.933859770685981	0.933055733504164	190	0.05891472868217054
2019-09-22 19:34:24,669 - INFO: Round.32	0.01277961536953026	0.011727176456745415	0.9387951208670527	0.9384552027088863	227	0.05362626978502244
2019-09-22 19:34:25,598 - INFO: Round.33	0.011498385388748708	0.010230229183281257	0.943246741361503	0.9426257370340834	244	0.0673289183222958
