
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.80P2E5--SRR4428742-plastome/intermediate_reads -i w0.80P2E5--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.80P2E5--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:38:07,835 - INFO: 86 paired fastq files found. 1000 rounds required.
2019-09-22 19:38:07,835 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:38:15,544 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:40:04,152 - INFO: Round.1	0.9765848684124515	0.9762057289283427	0.9765848684124515	0.9762057289283427	92	0.00015512659679225177
2019-09-22 19:40:07,420 - INFO: Round.2	0.3911215991841964	0.050602047353214184	0.9773169998300409	0.9765717946371374	319	0.09059926157341665
2019-09-22 19:40:09,663 - INFO: Round.3	0.08886898769757742	0.026918903371726654	1.0	1.0	420	0.0344488188976378
2019-09-22 19:40:10,255 - INFO: Round.4	0.04628770149956203	0.02123834799775131	1.0	1.0	441	0.2412472647702407
2019-09-22 19:40:10,499 - INFO: Round.5	0.010517852240191401	0.0002680123939389978	1.0	1.0	383	0.8530066815144766
2019-09-22 19:40:10,738 - INFO: Round.6	0.007118670658526062	0.0011112709016982835	1.0	1.0	334	0.8126520681265207
2019-09-22 19:40:10,963 - INFO: Round.7	0.0025886075121912956	0.0	1.0	1.0	452	0.9515789473684211
2019-09-22 19:40:11,193 - INFO: Round.8	0.0026343657257906364	0.0007713527435317496	1.0	1.0	496	0.9202226345083488
2019-09-22 19:40:11,409 - INFO: Round.9	0.0019153080835152766	0.0	1.0	1.0	441	0.962882096069869
2019-09-22 19:40:11,635 - INFO: Round.10	0.0018237916563165946	0.0005425616755350442	1.0	1.0	435	0.9477124183006536
2019-09-22 19:40:11,859 - INFO: Round.11	0.0013792832956372812	0.0	1.0	1.0	429	0.988479262672811
2019-09-22 19:40:12,082 - INFO: Round.12	0.0	0.0	1.0	1.0	436	1.0
2019-09-22 19:40:12,304 - INFO: Round.13	0.0	0.0	1.0	1.0	464	1.0
2019-09-22 19:40:12,528 - INFO: Round.14	0.00033338127050948504	0.0	1.0	1.0	379	0.9973684210526316
2019-09-22 19:40:12,755 - INFO: Round.15	0.00020918040502555923	0.0	1.0	1.0	359	0.9972222222222222
2019-09-22 19:40:12,969 - INFO: Round.16	0.0	0.0	1.0	1.0	356	1.0
2019-09-22 19:40:13,182 - INFO: Round.17	0.0007909634065028958	0.0004575821359934108	1.0	1.0	381	0.9719387755102041
2019-09-22 19:40:13,395 - INFO: Round.18	0.0008759429460445293	0.00045104524833636207	1.0	1.0	296	0.9548387096774194
2019-09-22 19:40:13,612 - INFO: Round.19	0.0005294879002209468	0.0003529919334806312	1.0	1.0	329	0.9619883040935673
2019-09-22 19:40:13,826 - INFO: Round.20	0.00036606570879472864	0.0	1.0	1.0	321	0.9968944099378882
2019-09-22 19:40:14,029 - INFO: Round.21	0.0	0.0	1.0	1.0	299	1.0
2019-09-22 19:40:14,229 - INFO: Round.22	0.0	0.0	1.0	1.0	219	1.0
2019-09-22 19:40:14,450 - INFO: Round.23	0.0	0.0	1.0	1.0	185	1.0
