
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.75P0-rbcL--SRR4428742-plastome/intermediate_reads -i w0.75P0-rbcL--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.75P0-rbcL--SRR4428742-plastome/round_statistics -R 1000 -t 8 --max-coverage-tick 800 --draw

2019-09-22 19:44:40,495 - INFO: 138 paired fastq files found. 1000 rounds required.
2019-09-22 19:44:40,496 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:44:41,130 - INFO: embplant_pt.initial.fq	0.0020525827243133	0.0010459020251277961	0.0020525827243133	0.0010459020251277961	0	0.0
2019-09-22 19:44:41,843 - INFO: Round.1	0.010086417654826185	0.009537319091634092	0.010086417654826185	0.009537319091634092	7	0.0017027487229384578
2019-09-22 19:44:42,407 - INFO: Round.2	0.014806050543215364	0.01343984102289218	0.015172116252010093	0.014596870138189805	51	0.016002510197678066
2019-09-22 19:44:42,852 - INFO: Round.3	0.01139379518623593	0.00995567990168521	0.019238060374694402	0.018688961811502307	49	0.022716736207695872
2019-09-22 19:44:43,259 - INFO: Round.4	0.008700597471531854	0.007530494580920133	0.023022918328125613	0.02227117624756501	19	0.010925819436457734
2019-09-22 19:44:43,675 - INFO: Round.5	0.009583077305233433	0.008439121965249905	0.027971342284511497	0.02723267397926499	40	0.020768431983385256
2019-09-22 19:44:44,170 - INFO: Round.6	0.009929532351057015	0.00882479833701578	0.032383741453019387	0.03176273712559976	106	0.03835021707670044
2019-09-22 19:44:44,667 - INFO: Round.7	0.009661519957118017	0.008962072977813804	0.036756919295584986	0.036188210069421745	96	0.03424901890831252
2019-09-22 19:44:45,256 - INFO: Round.8	0.01092967616258547	0.009217011596438703	0.04159421616180104	0.041162781576435825	82	0.03256552819698173
2019-09-22 19:44:45,743 - INFO: Round.9	0.009524245316319993	0.00867444992090366	0.04543790610414569	0.04498686085580933	101	0.03926905132192846
2019-09-22 19:44:46,115 - INFO: Round.10	0.008654839257932513	0.007510883917948986	0.049543071552772294	0.04874557125861235	142	0.10215827338129496
2019-09-22 19:44:46,492 - INFO: Round.11	0.0071971133104106475	0.006445371229850044	0.0518244453450823	0.051288420557204305	114	0.07504937458854509
2019-09-22 19:44:46,841 - INFO: Round.12	0.007105596883211965	0.006151211285282851	0.05597536900730824	0.05537397534285976	99	0.08181818181818182
2019-09-22 19:44:47,276 - INFO: Round.13	0.00980533148557309	0.0084652695158781	0.060989161840264615	0.060165513995476476	123	0.05758426966292135
2019-09-22 19:44:47,762 - INFO: Round.14	0.010903528611957276	0.01016486030671077	0.06608793421276261	0.0656695734027115	94	0.037316395394998016
2019-09-22 19:44:48,221 - INFO: Round.15	0.010027585665912745	0.009001294303756095	0.07009504634653349	0.06967014864882533	73	0.032458870609159626
2019-09-22 19:44:48,718 - INFO: Round.16	0.00918432715815346	0.008386826863993516	0.07453359306566958	0.0741217691432755	69	0.031011235955056178
2019-09-22 19:44:49,198 - INFO: Round.17	0.009092810730954777	0.008334531762737126	0.07818771326595982	0.07781511066950804	66	0.029229406554472984
2019-09-22 19:44:49,728 - INFO: Round.18	0.007759285648916838	0.006628404084247408	0.08146269398214122	0.08087437409300684	105	0.05965909090909091
2019-09-22 19:44:50,229 - INFO: Round.19	0.008942462314842657	0.008380289976336467	0.08644380237681235	0.08590777758893435	50	0.021834061135371178
2019-09-22 19:44:50,732 - INFO: Round.20	0.009844552811515382	0.008471806403535148	0.08975800441893605	0.08932003294591379	81	0.03159126365054602
2019-09-22 19:44:51,227 - INFO: Round.21	0.009785720822601943	0.006922564028814601	0.09382394854162036	0.09305913268574566	90	0.035899481451934584
2019-09-22 19:44:51,648 - INFO: Round.22	0.010007975002941599	0.007994613604570593	0.09729503588751323	0.09683745375151982	140	0.07567567567567568
2019-09-22 19:44:52,137 - INFO: Round.23	0.010543999790819596	0.009020904966727241	0.102629136215665	0.10179241459556276	175	0.06551853238487458
2019-09-22 19:44:53,048 - INFO: Round.24	0.020035560668854344	0.017270457189922733	0.11598399769901555	0.11397717318830158	173	0.03328843563594382
2019-09-22 19:44:54,121 - INFO: Round.25	0.029128371399809123	0.0256638209415733	0.12976375688007427	0.12852828511289205	52	0.006634345496300076
2019-09-22 19:44:55,694 - INFO: Round.26	0.03140974519211913	0.029285256703578292	0.1443802376812352	0.14301402816091202	61	0.006223854708703193
2019-09-22 19:44:57,004 - INFO: Round.27	0.037155669442664956	0.02740263305834826	0.15758475074847364	0.15616624612689406	123	0.012444354512343181
2019-09-22 19:44:58,603 - INFO: Round.28	0.03373034031037143	0.026494005674018488	0.1708611695799396	0.16975643556589837	144	0.01344286781179985
2019-09-22 19:44:59,961 - INFO: Round.29	0.030899867954869327	0.02606910797631032	0.1849743100315078	0.18286289531828107	179	0.021670702179176757
2019-09-22 19:45:01,330 - INFO: Round.30	0.03112865902286603	0.028879969668841272	0.19967577037221038	0.19803501157029116	195	0.02032520325203252
2019-09-22 19:45:02,875 - INFO: Round.31	0.0325863849703879	0.02974937572722875	0.2142987880610284	0.21271032436036555	144	0.014763174082427721
2019-09-22 19:45:04,047 - INFO: Round.32	0.02981474460379924	0.02837009243159147	0.22724836250964192	0.2262939769117128	163	0.020066477902252862
2019-09-22 19:45:05,501 - INFO: Round.33	0.03264521695930134	0.029429068232033364	0.24327027415706834	0.2421263188170848	127	0.013755009206108523
