
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.85P2E5--SRR4428742-plastome/intermediate_reads -i w0.85P2E5--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.85P2E5--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:41:10,355 - INFO: 34 paired fastq files found. 1000 rounds required.
2019-09-22 19:41:10,356 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:41:17,394 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:42:22,781 - INFO: Round.1	0.9515289780229838	0.9507118670658526	0.9515289780229838	0.9507118670658526	35	6.390103008460497e-05
2019-09-22 19:42:30,807 - INFO: Round.2	0.4935350181071788	0.16593235628652486	0.9767352168285636	0.9764345199963393	126	0.0029151146380399324
2019-09-22 19:42:31,376 - INFO: Round.3	0.11539567780988116	0.030854109741269987	0.9771078194250153	0.9766044790754226	232	0.08312432819777857
2019-09-22 19:42:31,685 - INFO: Round.4	0.03822771901842095	0.001987213847742813	0.9774869589091242	0.9771208932003295	211	0.42369477911646586
2019-09-22 19:42:33,551 - INFO: Round.5	0.04451620494450182	0.024356443410163554	1.0	1.0	168	0.015120151201512015
2019-09-22 19:42:34,130 - INFO: Round.6	0.032514479206160365	0.021787446560943405	1.0	1.0	124	0.06869806094182826
2019-09-22 19:42:34,363 - INFO: Round.7	0.004706559113075083	0.0	1.0	1.0	132	0.8516129032258064
2019-09-22 19:42:34,579 - INFO: Round.8	0.0037783210657741637	0.0	1.0	1.0	89	0.8476190476190476
2019-09-22 19:42:34,794 - INFO: Round.9	0.0021637098144831283	0.0	1.0	1.0	86	0.9347826086956522
2019-09-22 19:42:35,018 - INFO: Round.10	0.0017388121167749612	0.0	1.0	1.0	95	0.8558558558558559
2019-09-22 19:42:35,240 - INFO: Round.11	0.0	0.0	1.0	1.0	62	1.0
2019-09-22 19:42:35,458 - INFO: Round.12	0.0	0.0	1.0	1.0	52	1.0
2019-09-22 19:42:35,676 - INFO: Round.13	0.0	0.0	1.0	1.0	66	1.0
2019-09-22 19:42:35,897 - INFO: Round.14	0.0	0.0	1.0	1.0	80	1.0
2019-09-22 19:42:36,114 - INFO: Round.15	0.0	0.0	1.0	1.0	71	1.0
2019-09-22 19:42:36,331 - INFO: Round.16	0.0	0.0	1.0	1.0	55	1.0
2019-09-22 19:42:36,547 - INFO: Round.17	0.0	0.0	1.0	1.0	36	1.0
2019-09-22 19:42:36,762 - INFO: Round.18	0.0	0.0	1.0	1.0	24	1.0
2019-09-22 19:42:36,976 - INFO: Round.19	0.0	0.0	1.0	1.0	15	1.0
2019-09-22 19:42:37,192 - INFO: Round.20	0.0	0.0	1.0	1.0	19	1.0
2019-09-22 19:42:37,405 - INFO: Round.21	0.0	0.0	1.0	1.0	18	1.0
2019-09-22 19:42:37,615 - INFO: Round.22	0.0	0.0	1.0	1.0	20	1.0
2019-09-22 19:42:37,827 - INFO: Round.23	0.0	0.0	1.0	1.0	18	1.0
2019-09-22 19:42:38,040 - INFO: Round.24	0.0	0.0	1.0	1.0	23	1.0
2019-09-22 19:42:38,252 - INFO: Round.25	0.0	0.0	1.0	1.0	4	1.0
2019-09-22 19:42:38,464 - INFO: Round.26	0.0	0.0	1.0	1.0	9	1.0
2019-09-22 19:42:38,675 - INFO: Round.27	0.0	0.0	1.0	1.0	24	1.0
2019-09-22 19:42:38,887 - INFO: Round.28	0.0	0.0	1.0	1.0	9	1.0
2019-09-22 19:42:39,099 - INFO: Round.29	0.0	0.0	1.0	1.0	10	1.0
2019-09-22 19:42:39,308 - INFO: Round.30	0.0	0.0	1.0	1.0	14	1.0
2019-09-22 19:42:39,532 - INFO: Round.31	0.0	0.0	1.0	1.0	23	1.0
2019-09-22 19:42:39,757 - INFO: Round.32	0.0	0.0	1.0	1.0	16	1.0
2019-09-22 19:42:39,983 - INFO: Round.33	0.0	0.0	1.0	1.0	23	1.0
2019-09-22 19:42:40,208 - INFO: Round.34	0.0	0.0	1.0	1.0	0	-
