
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.35P0--SRR4428742-plastome/intermediate_reads -i w0.35P0--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.35P0--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:07:51,725 - INFO: 27 paired fastq files found. 1000 rounds required.
2019-09-22 19:07:51,726 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:07:59,166 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:09:23,455 - INFO: Round.1	0.9840826785550864	0.9504373177842566	0.9840826785550864	0.9504373177842566	1791526	0.8318502793379097
2019-09-22 19:10:31,978 - INFO: Round.2	0.8831073749166547	0.8366823987762946	1.0	1.0	916759	0.776223042019354
2019-09-22 19:10:37,143 - INFO: Round.3	0.01590424766959955	0.006523813881734629	1.0	1.0	174802	0.9976713657896239
2019-09-22 19:10:38,828 - INFO: Round.4	0.0002222541803396567	0.0	1.0	1.0	59003	0.9999830519964749
2019-09-22 19:10:39,536 - INFO: Round.5	0.00021571729268260795	0.0	1.0	1.0	22179	0.9999549143372407
2019-09-22 19:10:39,982 - INFO: Round.6	0.0	0.0	1.0	1.0	9897	1.0
2019-09-22 19:10:40,363 - INFO: Round.7	0.0	0.0	1.0	1.0	4565	1.0
2019-09-22 19:10:40,622 - INFO: Round.8	0.0	0.0	1.0	1.0	2414	1.0
2019-09-22 19:10:40,864 - INFO: Round.9	0.0	0.0	1.0	1.0	1499	1.0
2019-09-22 19:10:41,097 - INFO: Round.10	0.0	0.0	1.0	1.0	968	1.0
2019-09-22 19:10:41,316 - INFO: Round.11	0.0	0.0	1.0	1.0	573	1.0
2019-09-22 19:10:41,537 - INFO: Round.12	0.0	0.0	1.0	1.0	370	1.0
2019-09-22 19:10:41,747 - INFO: Round.13	0.0	0.0	1.0	1.0	272	1.0
2019-09-22 19:10:41,943 - INFO: Round.14	0.0	0.0	1.0	1.0	148	1.0
2019-09-22 19:10:42,141 - INFO: Round.15	0.0	0.0	1.0	1.0	167	1.0
2019-09-22 19:10:42,340 - INFO: Round.16	0.0	0.0	1.0	1.0	76	1.0
2019-09-22 19:10:42,538 - INFO: Round.17	0.0	0.0	1.0	1.0	51	1.0
2019-09-22 19:10:42,768 - INFO: Round.18	0.0	0.0	1.0	1.0	32	1.0
2019-09-22 19:10:42,983 - INFO: Round.19	0.0	0.0	1.0	1.0	19	1.0
2019-09-22 19:10:43,198 - INFO: Round.20	0.0	0.0	1.0	1.0	31	1.0
2019-09-22 19:10:43,402 - INFO: Round.21	0.0	0.0	1.0	1.0	41	1.0
2019-09-22 19:10:43,609 - INFO: Round.22	0.0	0.0	1.0	1.0	25	1.0
2019-09-22 19:10:43,814 - INFO: Round.23	0.0	0.0	1.0	1.0	22	1.0
2019-09-22 19:10:44,016 - INFO: Round.24	0.0	0.0	1.0	1.0	23	1.0
2019-09-22 19:10:44,229 - INFO: Round.25	0.0	0.0	1.0	1.0	16	1.0
2019-09-22 19:10:44,436 - INFO: Round.26	0.0	0.0	1.0	1.0	8	1.0
2019-09-22 19:10:44,638 - INFO: Round.27	0.0	0.0	1.0	1.0	0	-
