
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.30P0--SRR4428742-plastome/intermediate_reads -i w0.30P0--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.30P0--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:04:50,027 - INFO: 24 paired fastq files found. 1000 rounds required.
2019-09-22 19:04:50,027 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:04:56,974 - INFO: embplant_pt.initial.fq	0.11096366797840213	0.09141183699616938	0.11096366797840213	0.09141183699616938	7	0.0001677249311129747
2019-09-22 19:06:29,551 - INFO: Round.1	1.0	0.9927702022513041	1.0	0.9927702022513041	2170245	0.8468885238097096
2019-09-22 19:07:28,661 - INFO: Round.2	0.8680986808560708	0.8210134790623488	1.0	1.0	781662	0.769154774216466
2019-09-22 19:07:33,227 - INFO: Round.3	0.00035952882113767995	0.0	1.0	1.0	124264	0.9999919526817688
2019-09-22 19:07:34,157 - INFO: Round.4	0.0	0.0	1.0	1.0	33177	1.0
2019-09-22 19:07:34,634 - INFO: Round.5	0.0	0.0	1.0	1.0	12777	1.0
2019-09-22 19:07:34,990 - INFO: Round.6	0.0	0.0	1.0	1.0	6507	1.0
2019-09-22 19:07:35,281 - INFO: Round.7	0.0	0.0	1.0	1.0	3421	1.0
2019-09-22 19:07:35,531 - INFO: Round.8	0.0	0.0	1.0	1.0	2086	1.0
2019-09-22 19:07:35,771 - INFO: Round.9	0.0	0.0	1.0	1.0	1288	1.0
2019-09-22 19:07:35,997 - INFO: Round.10	0.0	0.0	1.0	1.0	787	1.0
2019-09-22 19:07:36,212 - INFO: Round.11	0.0	0.0	1.0	1.0	574	1.0
2019-09-22 19:07:36,430 - INFO: Round.12	0.0	0.0	1.0	1.0	501	1.0
2019-09-22 19:07:36,647 - INFO: Round.13	0.0	0.0	1.0	1.0	312	1.0
2019-09-22 19:07:36,854 - INFO: Round.14	0.0	0.0	1.0	1.0	167	1.0
2019-09-22 19:07:37,060 - INFO: Round.15	0.0	0.0	1.0	1.0	107	1.0
2019-09-22 19:07:37,267 - INFO: Round.16	0.0	0.0	1.0	1.0	71	1.0
2019-09-22 19:07:37,473 - INFO: Round.17	0.0	0.0	1.0	1.0	76	1.0
2019-09-22 19:07:37,679 - INFO: Round.18	0.0	0.0	1.0	1.0	22	1.0
2019-09-22 19:07:37,885 - INFO: Round.19	0.0	0.0	1.0	1.0	21	1.0
2019-09-22 19:07:38,091 - INFO: Round.20	0.0	0.0	1.0	1.0	42	1.0
2019-09-22 19:07:38,298 - INFO: Round.21	0.0	0.0	1.0	1.0	10	1.0
2019-09-22 19:07:38,504 - INFO: Round.22	0.0	0.0	1.0	1.0	2	1.0
2019-09-22 19:07:38,712 - INFO: Round.23	0.0	0.0	1.0	1.0	1	1.0
2019-09-22 19:07:38,923 - INFO: Round.24	0.0	0.0	1.0	1.0	0	-
