
/data/jinjianjun/.pyenv/versions/3.6.5/bin/round_statistics.py -f w0.75P0spades-unlimited--SRR4428742-plastome/embplant_pt.K75.complete.graph1.1.path_sequence.fasta -d w0.55P2E5--SRR4428742-plastome/intermediate_reads -i w0.55P2E5--SRR4428742-plastome/seed/embplant_pt.initial.fq -o w0.55P2E5--SRR4428742-plastome/round_statistics -R 1000 -t 1 --max-coverage-tick 800 --draw

2019-09-22 19:18:50,465 - INFO: 77 paired fastq files found. 1000 rounds required.
2019-09-22 19:18:50,466 - INFO: #Round	Round_Covered_T0	Round_Covered_T10	Cumulative_Covered_T0	Cumulative_Covered_T10	Other_reads	Other_percentage
2019-09-22 19:21:33,728 - INFO: Round.40	0.0005425616755350442	0.0	1.0	0.9998888729098302	816	0.9975550122249389
2019-09-22 19:21:33,953 - INFO: Round.41	0.0	0.0	1.0	0.9998888729098302	762	1.0
2019-09-22 19:21:34,194 - INFO: Round.42	0.0	0.0	1.0	0.9998888729098302	1024	1.0
2019-09-22 19:21:34,443 - INFO: Round.43	0.0	0.0	1.0	0.9998888729098302	1017	1.0
2019-09-22 19:21:34,671 - INFO: Round.44	0.0	0.0	1.0	0.9998888729098302	654	1.0
2019-09-22 19:21:34,910 - INFO: Round.45	0.0	0.0	1.0	0.9998888729098302	555	1.0
2019-09-22 19:21:35,149 - INFO: Round.46	0.0	0.0	1.0	0.9998888729098302	628	1.0
2019-09-22 19:21:35,383 - INFO: Round.47	0.0	0.0	1.0	0.9998888729098302	554	1.0
2019-09-22 19:21:35,616 - INFO: Round.48	0.0	0.0	1.0	0.9998888729098302	304	1.0
2019-09-22 19:21:35,831 - INFO: Round.49	0.0	0.0	1.0	0.9998888729098302	307	1.0
2019-09-22 19:21:36,061 - INFO: Round.50	0.0	0.0	1.0	0.9998888729098302	227	1.0
2019-09-22 19:21:36,298 - INFO: Round.51	0.00023532795565375415	0.0	1.0	0.9998888729098302	295	0.9966216216216216
2019-09-22 19:21:36,535 - INFO: Round.52	0.0	0.0	1.0	0.9998888729098302	362	1.0
2019-09-22 19:21:36,773 - INFO: Round.53	0.0	0.0	1.0	0.9998888729098302	485	1.0
2019-09-22 19:21:37,012 - INFO: Round.54	0.0	0.0	1.0	0.9998888729098302	482	1.0
2019-09-22 19:21:37,237 - INFO: Round.55	0.0	0.0	1.0	0.9998888729098302	470	1.0
2019-09-22 19:21:37,455 - INFO: Round.56	0.0	0.0	1.0	0.9998888729098302	275	1.0
2019-09-22 19:21:37,674 - INFO: Round.57	0.0	0.0	1.0	0.9998888729098302	173	1.0
2019-09-22 19:21:37,914 - INFO: Round.58	0.0	0.0	1.0	0.9998888729098302	160	1.0
2019-09-22 19:21:38,159 - INFO: Round.59	0.0	0.0	1.0	0.9998888729098302	148	1.0
2019-09-22 19:21:38,406 - INFO: Round.60	0.0	0.0	1.0	0.9998888729098302	241	1.0
2019-09-22 19:21:38,622 - INFO: Round.61	0.0	0.0	1.0	0.9998888729098302	278	1.0
2019-09-22 19:21:38,845 - INFO: Round.62	0.0	0.0	1.0	0.9998888729098302	90	1.0
2019-09-22 19:21:39,069 - INFO: Round.63	0.0	0.0	1.0	0.9998888729098302	50	1.0
2019-09-22 19:21:39,293 - INFO: Round.64	0.0	0.0	1.0	0.9998888729098302	60	1.0
2019-09-22 19:21:39,518 - INFO: Round.65	0.0	0.0	1.0	0.9998888729098302	115	1.0
2019-09-22 19:21:39,739 - INFO: Round.66	0.0	0.0	1.0	0.9998888729098302	89	1.0
2019-09-22 19:21:39,961 - INFO: Round.67	0.0	0.0	1.0	0.9998888729098302	89	1.0
2019-09-22 19:21:40,185 - INFO: Round.68	0.0	0.0	1.0	0.9998888729098302	155	1.0
2019-09-22 19:21:40,407 - INFO: Round.69	0.0	0.0	1.0	0.9998888729098302	185	1.0
2019-09-22 19:21:40,631 - INFO: Round.70	0.0	0.0	1.0	0.9998888729098302	276	1.0
2019-09-22 19:21:40,844 - INFO: Round.71	0.0	0.0	1.0	0.9998888729098302	78	1.0
2019-09-22 19:21:41,059 - INFO: Round.72	0.0	0.0	1.0	0.9998888729098302	89	1.0
2019-09-22 19:21:41,286 - INFO: Round.73	0.0	0.0	1.0	0.9998888729098302	94	1.0
2019-09-22 19:21:41,449 - INFO: Round.74	0.0	0.0	1.0	0.9998888729098302	180	1.0
2019-09-22 19:21:41,580 - INFO: Round.75	0.0	0.0	1.0	0.9998888729098302	73	1.0
2019-09-22 19:21:41,711 - INFO: Round.76	0.0	0.0	1.0	0.9998888729098302	2	1.0
2019-09-22 19:21:41,843 - INFO: Round.77	0.0	0.0	1.0	0.9998888729098302	0	-
